// General information: 
//  MT Manager version: 2019.2.0 
//  XDA version: 2019.2.0 build 3853 rev 94535 built on 2019-09-09
// Device information: 
//  DeviceId: 00B44058
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z
29133	0.043771	0.022367	9.717623	-0.001212	0.002876	0.009244
29134	0.036550	0.002192	9.690346	-0.002652	0.002342	0.009045
29135	-0.004941	0.008775	9.695852	-0.004029	0.000501	0.010755
29136	0.032330	0.025935	9.739073	-0.000906	0.004036	0.005769
29137	0.024985	0.005777	9.711793	-0.002716	0.003650	0.007135
29138	0.055095	0.003064	9.727737	0.000166	0.004718	0.007533
29139	0.013273	0.009855	9.733239	-0.002780	0.004957	0.005225
29140	0.036396	-0.012981	9.721902	-0.002716	0.003650	0.007134
29141	0.007280	-0.024545	9.737505	-0.002448	0.005935	0.010118
29142	0.022795	0.004697	9.711799	-0.003787	0.002969	0.005370
29143	0.006539	-0.025254	9.737504	-0.004527	0.003264	0.008499
29144	0.034836	-0.014215	9.721906	-0.000905	0.004036	0.005769
29145	0.032568	-0.000558	9.690360	-0.004220	0.004424	0.005025
29146	0.016393	-0.030325	9.716061	-0.000345	-0.000035	0.009932
29147	0.040990	0.004965	9.749197	-0.006030	0.004039	0.006390
29148	0.022894	-0.011145	9.743350	-0.003723	0.001662	0.007279
29149	0.027738	0.022487	9.739095	-0.001274	0.004184	0.007333
29150	0.033068	-0.015921	9.721910	-0.002715	0.003651	0.007133
29151	0.030798	-0.002294	9.690366	-0.003148	0.005106	0.006788
29152	0.019601	0.001776	9.711807	-0.002282	0.002195	0.007478
29153	-0.002511	0.010160	9.754688	-0.003581	0.006562	0.006443
29154	0.049131	-0.001556	9.727769	-0.004959	0.004721	0.008153
29155	0.018266	0.000790	9.711810	-0.000841	0.002728	0.007677
29156	0.024847	0.020640	9.739107	-0.001336	0.005492	0.005423
29157	0.024325	0.020402	9.739109	-0.003518	0.005255	0.008352
29158	0.027804	-0.004103	9.690374	-0.000842	0.002728	0.007677
29159	-0.002997	-0.001617	9.674409	-0.002345	0.003503	0.005568
29160	0.016364	-0.000184	9.711813	-0.003023	0.002492	0.010605
29161	0.021714	-0.038748	9.694618	-0.004218	0.004427	0.005023
29162	0.024488	0.005259	9.770658	-0.000471	0.002580	0.006112
29163	0.017265	-0.014844	9.743356	-0.002653	0.002344	0.009040
29164	0.036810	-0.009947	9.668942	-0.004588	0.004575	0.006587
29165	0.014713	-0.001627	9.711816	-0.002714	0.003652	0.007131
29166	0.044878	-0.004622	9.727789	-0.004156	0.003119	0.006931
29167	0.015942	-0.016187	9.743356	-0.001912	0.002048	0.005912
29168	0.004727	-0.012133	9.764792	-0.003886	0.005404	0.009914
29169	0.011541	0.011107	9.680278	-0.001974	0.003356	0.004003
29170	0.030970	0.012552	9.717690	-0.002591	0.001036	0.010948
29171	0.023692	-0.007648	9.690383	-0.002775	0.004960	0.005222
29172	0.032059	-0.001915	9.749232	-0.002714	0.003652	0.007130
29173	0.008164	0.020359	9.760564	-0.004216	0.004428	0.005021
29174	0.042162	-0.006860	9.727800	-0.001211	0.002876	0.009239
29175	0.022218	-0.008692	9.690385	-0.002344	0.003504	0.005566
29176	0.016248	0.029220	9.707595	-0.003785	0.002973	0.005366
29177	0.041199	-0.007692	9.727803	-0.003454	0.003949	0.010258
29178	0.023036	-0.023475	9.721923	-0.000471	0.002580	0.006111
29179	0.018821	0.000545	9.770671	-0.004586	0.004577	0.006584
29180	0.040035	-0.008443	9.727807	-0.001703	0.005641	0.006986
29181	0.019886	-0.010323	9.690389	-0.003144	0.005109	0.006785
29182	0.039129	-0.008878	9.727811	-0.000841	0.002728	0.007675
29183	0.009873	-0.020288	9.743357	-0.002564	0.008554	0.006296
29184	0.020103	-0.024835	9.721926	-0.001642	0.004333	0.008893
29185	0.008853	-0.020707	9.743357	-0.002713	0.003653	0.007129
29186	0.024619	0.008627	9.717713	-0.001212	0.002876	0.009238
29187	0.006457	-0.007124	9.711822	-0.002343	0.003505	0.005565
29188	0.004418	0.006600	9.680288	-0.002283	0.002197	0.007473
29189	0.030709	0.027950	9.745038	-0.001642	0.004333	0.008893
29190	0.001676	0.016529	9.760574	-0.002283	0.002197	0.007473
29191	0.003113	0.078036	9.693298	-0.003083	0.003802	0.008691
29192	0.044075	0.070770	9.687872	-0.000901	0.004037	0.005765
29193	0.015140	0.059448	9.703405	-0.001111	0.000445	0.004690
29194	0.027493	0.041066	9.713512	-0.000570	0.005012	0.010656
29195	0.032723	0.002641	9.696293	-0.003784	0.002975	0.005363
29196	0.034192	-0.011540	9.727826	-0.000841	0.002728	0.007673
29197	0.008924	-0.047137	9.694601	-0.001701	0.005642	0.006984
29198	0.005348	-0.091496	9.618518	-0.002342	0.003506	0.005564
29199	0.020687	-0.065974	9.704704	-0.004584	0.004581	0.006581
29200	0.013103	-0.089837	9.789192	-0.001423	-0.000716	0.008161
29201	0.041542	-0.078873	9.773668	-0.003572	0.006568	0.006437
29202	0.025062	-0.032773	9.700501	0.001031	0.001802	0.008218
29203	0.046492	-0.041625	9.657651	-0.004213	0.004433	0.005017
29204	0.049295	0.002190	9.733741	-0.002653	0.002346	0.009034
29205	0.027300	0.010570	9.776592	-0.003783	0.002977	0.005362
29206	0.032189	0.044110	9.772397	-0.002771	0.004964	0.005218
29207	0.010492	0.056295	9.703430	-0.001211	0.002877	0.009235
29208	-0.019786	0.062578	9.575598	-0.002282	0.002198	0.007470
29209	0.019224	0.065468	9.650481	-0.003354	0.001520	0.005706
29210	0.013262	0.027620	9.766492	-0.002711	0.003655	0.007126
29211	0.063035	0.026193	9.819953	-0.001912	0.002050	0.005907
29212	0.050565	0.047888	9.698035	-0.004582	0.004583	0.006579
29213	0.043164	0.027641	9.670699	-0.002711	0.003656	0.007125
29214	0.012316	0.030086	9.654681	-0.004212	0.004435	0.005016
29215	0.006073	-0.007788	9.770685	-0.002069	0.005791	0.008545
29216	-0.012181	-0.023501	9.764765	-0.001541	0.001902	0.004344
29217	0.029321	-0.027169	9.647550	-0.003453	0.003952	0.010250
29218	0.039877	-0.031711	9.626129	-0.000470	0.002580	0.006108
29219	0.021276	-0.051258	9.732023	-0.005595	0.002597	0.006721
29220	0.061824	-0.062536	9.838444	-0.002711	0.003656	0.007125
29221	0.024078	-0.079847	9.795071	-0.001912	0.002051	0.005906
29222	0.036526	-0.022629	9.706422	-0.003139	0.005113	0.006780
29223	0.018865	-0.034736	9.588679	-0.003296	0.000212	0.007611
29224	-0.009096	0.008059	9.760581	-0.004523	0.003275	0.008485
29225	0.033594	-0.013402	9.786714	-0.001969	0.003360	0.003999
29226	0.024288	0.052471	9.740917	-0.004210	0.004436	0.005015
29227	0.036938	0.037633	9.639207	-0.000898	0.004037	0.005763
29228	0.063151	0.058862	9.704014	-0.002710	0.003656	0.007124
29229	0.019359	0.076020	9.789694	-0.002282	0.002199	0.007468
29230	0.024525	0.037616	9.772447	-0.001696	0.005643	0.006981
29231	0.001041	0.063737	9.671950	-0.005008	0.006043	0.006232
29232	0.011668	0.059074	9.650534	-0.001426	-0.000716	0.008156
29233	0.036595	0.022116	9.670741	-0.004209	0.004437	0.005014
29234	0.019452	-0.011494	9.808139	-0.002710	0.003657	0.007123
29235	0.024575	-0.049827	9.790886	0.000174	0.004714	0.007528
29236	0.035486	-0.050484	9.657655	-0.001695	0.005643	0.006981
29237	0.018870	-0.080180	9.683234	-0.002282	0.002200	0.007467
29238	0.007698	-0.076070	9.704649	-0.002710	0.003657	0.007122
29239	0.021464	-0.036667	9.759366	-0.003725	0.001671	0.007264
29240	0.015771	-0.070857	9.763524	-0.003137	0.005115	0.006778
29241	0.035433	0.006250	9.702273	-0.001855	0.000742	0.007811
29242	0.017333	-0.009438	9.696328	-0.001968	0.003361	0.003998
29243	0.041949	0.025759	9.729638	-0.001211	0.002877	0.009231
29244	0.047002	0.059418	9.725484	-0.002709	0.003658	0.007122
29245	0.035714	0.063397	9.746903	-0.004950	0.004736	0.008137
29246	-0.003812	0.060107	9.671973	-0.001267	0.004186	0.007324
29247	0.031629	0.090919	9.683876	-0.002338	0.003510	0.005559
29248	0.027425	0.042688	9.719547	-0.005377	0.006194	0.007792
29249	0.010680	0.012796	9.745112	-0.002709	0.003658	0.007121
29250	0.015748	0.046456	9.740965	-0.001211	0.002877	0.009230
29251	0.042839	-0.000756	9.680874	-0.004796	0.000996	0.005497
29252	0.026264	-0.030638	9.706433	-0.003136	0.005116	0.006777
29253	0.038425	-0.049269	9.716535	-0.002282	0.002200	0.007465
29254	-0.012442	-0.051928	9.774813	-0.002709	0.003658	0.007121
29255	0.025256	-0.031430	9.706433	-0.003080	0.003807	0.008682
29256	0.017850	-0.051461	9.679060	-0.000895	0.004038	0.005762
29257	0.019220	-0.065645	9.710573	-0.002598	0.001039	0.010932
29258	0.015187	-0.041817	9.759357	-0.004851	0.002307	0.003590
29259	0.050771	-0.011144	9.771283	-0.000839	0.002728	0.007667
29260	0.018446	0.005525	9.723707	-0.004151	0.003131	0.006917
29261	0.039873	-0.003455	9.680886	-0.001266	0.004186	0.007323
29262	0.005399	0.023344	9.713608	-0.004741	-0.000312	0.007401
29263	0.001492	0.047279	9.762397	-0.000413	0.001270	0.008011
29264	0.012037	0.042674	9.740988	-0.004631	0.005900	0.004666
29265	0.040388	0.053425	9.725549	-0.002708	0.003659	0.007119
29266	0.031505	0.047326	9.666661	-0.003353	0.001525	0.005699
29267	0.022006	0.037439	9.719583	-0.001210	0.002876	0.009228
29268	0.035747	0.004766	9.761193	-0.004205	0.004442	0.005010
29269	0.014152	0.016978	9.692204	-0.003504	0.005266	0.008336
29270	0.013721	0.016675	9.692205	-0.002707	0.003659	0.007119
29271	0.008064	-0.017410	9.696330	-0.002227	0.000891	0.009368
29272	0.027305	-0.016206	9.733814	-0.002390	0.004821	0.003652
29273	0.021486	-0.050228	9.737937	-0.001210	0.002876	0.009228
29274	0.049975	-0.039364	9.722506	-0.003450	0.003957	0.010241
29275	0.030040	-0.041178	9.685020	-0.004575	0.004592	0.006570
29276	0.042188	-0.059906	9.695119	-0.002282	0.002201	0.007462
29277	0.018587	-0.037393	9.706427	-0.002653	0.002350	0.009023
29278	0.007324	-0.033314	9.727834	-0.003132	0.005119	0.006774
29279	0.023164	-0.004049	9.702312	-0.001318	0.005497	0.005416
29280	0.021217	0.009811	9.670807	-0.002282	0.002202	0.007462
29281	0.047621	0.030821	9.735690	-0.001857	0.000743	0.007806
29282	0.017002	0.033553	9.719607	-0.002706	0.003660	0.007117
29283	0.030726	0.072895	9.774395	-0.002706	0.003661	0.007117
29284	0.034234	0.048464	9.725598	-0.002706	0.003661	0.007117
29285	0.043193	0.057946	9.672691	-0.001263	0.004187	0.007321
29286	0.015570	0.032585	9.719612	-0.003778	0.002986	0.005352
29287	0.033254	0.047706	9.725605	-0.002653	0.002351	0.009022
29288	-0.001291	0.002553	9.745126	-0.002281	0.002202	0.007461
29289	0.032827	-0.024784	9.712415	-0.001857	0.000743	0.007805
29290	0.014667	-0.040439	9.706421	-0.002706	0.003661	0.007116
29291	0.014367	-0.040824	9.706420	-0.005220	0.002461	0.005147
29292	0.045922	-0.058192	9.754015	-0.001687	0.005646	0.006977
29293	0.031542	-0.025909	9.712416	-0.001910	0.002054	0.005899
29294	0.013307	-0.041579	9.706419	-0.003077	0.003810	0.008677
29295	0.023845	-0.046225	9.685015	-0.002705	0.003661	0.007116
29296	0.025061	0.011481	9.729723	-0.003129	0.005121	0.006772
29297	0.037065	-0.007259	9.739822	-0.003448	0.003959	0.010237
29298	0.029812	0.044804	9.725630	-0.000467	0.002579	0.006103
29299	0.040372	0.040191	9.704231	-0.004572	0.004596	0.006567
29300	0.011281	0.028756	9.719630	-0.003301	0.000218	0.007599
29301	0.036052	0.063567	9.753045	-0.004572	0.004596	0.006567
29302	0.034131	0.077286	9.721550	-0.002333	0.003513	0.005555
29303	0.010271	0.027718	9.719635	-0.004200	0.004447	0.005006
29304	0.008551	0.041468	9.688138	-0.002177	-0.000418	0.011268
29305	0.040223	0.024219	9.735742	-0.001313	0.005497	0.005415
29306	0.032780	0.004107	9.708333	-0.005591	0.002613	0.006705
29307	0.023028	-0.005873	9.761231	-0.000190	0.004860	0.009085
29308	0.015496	-0.025790	9.733819	-0.002756	0.004973	0.005210
29309	0.026048	-0.030421	9.712419	-0.002653	0.002352	0.009019
29310	0.020248	-0.064570	9.716500	-0.003776	0.002989	0.005349
29311	0.036313	-0.035546	9.691020	-0.005314	0.004895	0.009686
29312	0.008471	-0.061021	9.737895	-0.002384	0.004824	0.003649
29313	0.012222	-0.013362	9.702323	-0.002602	0.001041	0.010922
29314	0.040909	-0.002520	9.686944	-0.001209	0.002876	0.009223
29315	0.040587	-0.002837	9.686946	-0.005270	0.003776	0.003239
29316	0.025512	0.025254	9.757163	-0.003024	0.002501	0.010578
29317	0.023619	0.039096	9.725672	-0.001683	0.005647	0.006975
29318	0.016017	0.019173	9.698252	-0.001683	0.005647	0.006975
29319	0.033467	0.034326	9.704279	-0.003126	0.005123	0.006769
29320	0.022146	0.038321	9.725679	-0.004519	0.003288	0.008468
29321	0.052187	0.034907	9.741804	-0.002704	0.003663	0.007113
29322	-0.001823	0.060594	9.736983	-0.001209	0.002876	0.009222
29323	0.044414	0.014603	9.714384	-0.006063	0.005386	0.004454
29324	0.054964	0.009826	9.692991	-0.002281	0.002204	0.007456
29325	0.025786	-0.001429	9.708355	-0.002703	0.003663	0.007112
29326	-0.014391	-0.008349	9.745112	-0.003075	0.003812	0.008672
29327	0.030409	-0.040157	9.691022	-0.001960	0.003366	0.003992
29328	0.019061	-0.036071	9.712416	-0.003869	0.005421	0.009888
29329	0.018617	-0.036392	9.712416	-0.002703	0.003664	0.007112
29330	0.019726	-0.050743	9.743904	-0.002703	0.003664	0.007112
29331	0.017829	-0.036940	9.712415	-0.003125	0.005124	0.006768
29332	0.028322	-0.041595	9.691022	-0.002703	0.003664	0.007111
29333	0.033485	-0.008070	9.686970	-0.003497	0.005273	0.008327
29334	0.022154	-0.004072	9.708363	-0.004147	0.003141	0.006905
29335	0.016558	0.033901	9.725706	-0.000466	0.002578	0.006101
29336	0.009057	0.013847	9.698271	-0.006105	0.006508	0.010897
29337	0.021239	0.066977	9.721664	-0.002703	0.003664	0.007111
29338	0.020887	0.066713	9.721666	-0.002703	0.003664	0.007111
29339	0.022035	0.052461	9.753153	-0.000466	0.002578	0.006101
29340	0.013244	0.046585	9.694230	-0.004518	0.003291	0.008464
29341	0.032273	0.047470	9.731767	-0.003124	0.005125	0.006767
29342	0.006792	0.012106	9.698275	-0.002702	0.003665	0.007110
29343	0.018874	-0.006610	9.708369	-0.002281	0.002205	0.007454
29344	0.061240	-0.028472	9.734611	-0.003123	0.005125	0.006766
29345	0.024806	-0.059493	9.722501	-0.003446	0.003963	0.010229
29346	0.031550	-0.039965	9.749946	-0.000465	0.002578	0.006100
29347	0.011843	-0.041433	9.712406	-0.004146	0.003143	0.006903
29348	0.045647	-0.069032	9.679722	-0.003495	0.005274	0.008325
29349	0.029006	-0.026728	9.718465	-0.001958	0.003367	0.003991
29350	0.001175	-0.052120	9.765272	-0.004518	0.003292	0.008462
29351	0.026973	-0.013180	9.686985	-0.000465	0.002578	0.006100
29352	0.003458	0.009543	9.698279	-0.002281	0.002205	0.007453
29353	0.051384	0.021450	9.720501	-0.003542	0.006586	0.006422
29354	0.009656	0.028527	9.725733	-0.005590	0.002621	0.006696
29355	0.027369	0.043600	9.731800	0.000235	0.003398	0.009425
29356	0.034125	0.063115	9.759256	-0.004145	0.003144	0.006902
29357	0.019661	0.023384	9.704350	-0.002329	0.003517	0.005549
29358	0.015438	0.047183	9.753192	-0.003446	0.003964	0.010227
29359	0.020414	0.008725	9.735830	-0.001909	0.002056	0.005893
29360	0.031142	0.004144	9.714445	-0.002281	0.002205	0.007452
29361	0.012863	-0.011389	9.708374	-0.001957	0.003368	0.003990
29362	0.035738	-0.034596	9.697082	-0.004937	0.004754	0.008117
29363	0.025754	-0.044661	9.749943	-0.001629	0.004337	0.008874
29364	0.005981	-0.046144	9.712391	-0.004145	0.003145	0.006901
29365	0.023659	-0.031158	9.718466	-0.002701	0.003666	0.007108
29366	0.023300	-0.031422	9.718466	-0.002701	0.003666	0.007107
29367	0.033958	-0.036024	9.697083	-0.001909	0.002057	0.005892
29368	0.033607	-0.036270	9.697083	-0.003120	0.005127	0.006764
29369	0.011404	-0.027832	9.739849	-0.003353	0.001535	0.005685
29370	0.027730	0.001204	9.714457	-0.004936	0.004755	0.008115
29371	0.025987	0.015050	9.682984	-0.000837	0.002727	0.007657
29372	0.014835	0.019204	9.704368	-0.003725	0.001685	0.007243
29373	0.032596	0.034199	9.710454	-0.002700	0.003667	0.007107
29374	0.022579	0.024231	9.763310	-0.001675	0.005649	0.006970
29375	0.019320	0.052278	9.700368	-0.002747	0.004979	0.005204
29376	0.031233	0.033413	9.710461	-0.004517	0.003295	0.008458
29377	0.000694	0.036275	9.694283	-0.002607	0.001043	0.010910
29378	0.012829	0.017612	9.704373	-0.000464	0.002578	0.006098
29379	0.042786	0.014222	9.720556	-0.003119	0.005128	0.006763
29380	0.004941	-0.002541	9.676903	-0.003072	0.003816	0.008664
29381	0.047201	-0.024578	9.703177	-0.003072	0.003817	0.008664
29382	-0.012463	-0.032551	9.702278	-0.002699	0.003668	0.007106
29383	0.040763	-0.058903	9.707173	-0.001955	0.003369	0.003989
29384	0.017194	-0.036318	9.718462	-0.004516	0.003296	0.008456
29385	0.016696	-0.036747	9.718461	-0.004281	0.006888	0.009535
29386	0.028526	-0.055503	9.728551	-0.000464	0.002578	0.006098
29387	0.009402	0.015132	9.704382	-0.004144	0.003148	0.006897
29388	0.021344	-0.003638	9.714472	-0.000882	0.004039	0.005754
29389	0.049897	0.006981	9.699199	-0.004934	0.004758	0.008112
29390	0.038540	0.010988	9.720578	-0.002699	0.003668	0.007105
29391	0.015015	0.033636	9.731867	-0.002654	0.002356	0.009006
29392	0.014757	0.033322	9.731868	-0.003771	0.002999	0.005338
29393	0.021418	0.052698	9.759354	-0.002045	0.005799	0.008527
29394	0.023548	0.042684	9.679029	-0.000464	0.002578	0.006097
29395	0.025927	0.014156	9.741962	-0.004143	0.003149	0.006896
29396	0.022971	0.042057	9.679033	-0.004143	0.003149	0.006896
29397	0.036242	0.009033	9.720589	-0.002699	0.003669	0.007104
29398	0.025023	0.013083	9.741965	-0.004098	0.001837	0.008797
29399	0.019018	-0.021111	9.745941	-0.003770	0.003000	0.005338
29400	0.040794	-0.030168	9.703190	-0.002191	-0.000418	0.011249
29401	0.022462	-0.045678	9.697075	-0.002788	0.006294	0.003301
29402	0.059484	-0.029607	9.740770	-0.003353	0.001539	0.005681
29403	-0.007120	-0.057044	9.712332	-0.000463	0.002577	0.006097
29404	0.028594	-0.026693	9.724567	-0.003115	0.005131	0.006760
29405	0.028147	-0.026889	9.724568	-0.000881	0.004039	0.005753
29406	0.027770	-0.027064	9.724568	-0.002698	0.003669	0.007103
29407	0.002876	0.009854	9.704392	-0.000880	0.004039	0.005753
29408	0.045137	-0.012138	9.730691	-0.002281	0.002208	0.007446
29409	0.027433	0.044356	9.738011	-0.002698	0.003669	0.007103
29410	0.025742	0.058184	9.706554	-0.004187	0.004463	0.004993
29411	0.008517	0.028390	9.731891	-0.003487	0.005280	0.008317
29412	0.037016	0.038917	9.716648	-0.003487	0.005281	0.008317
29413	0.037867	0.024426	9.748110	-0.003070	0.003819	0.008660
29414	0.018091	0.023043	9.710524	-0.003114	0.005132	0.006759
29415	0.019046	0.008539	9.741984	-0.003726	0.001689	0.007236
29416	0.028392	0.017992	9.689157	-0.003114	0.005132	0.006759
29417	0.041504	-0.014988	9.730703	-0.001952	0.003371	0.003986
29418	0.023049	-0.030568	9.724570	-0.004932	0.004762	0.008107
29419	0.011650	-0.026485	9.745939	-0.001252	0.004188	0.007310
29420	0.033137	-0.035558	9.703201	-0.004931	0.004763	0.008107
29421	0.032733	-0.035913	9.703201	-0.002324	0.003521	0.005544
29422	0.021560	-0.031732	9.724570	-0.001865	0.000746	0.007787
29423	0.021328	-0.031992	9.724569	-0.003443	0.003969	0.010216
29424	0.055654	0.012403	9.705397	-0.001711	0.006964	0.005066
29425	0.026252	0.001381	9.720625	-0.001865	0.000746	0.007787
29426	0.044206	0.016357	9.726768	-0.003353	0.001541	0.005677
29427	0.013631	0.019452	9.710540	-0.001625	0.004338	0.008867
29428	0.031246	0.034467	9.716686	-0.002739	0.004984	0.005200
29429	0.018631	0.052704	9.706601	-0.004142	0.003153	0.006891
29430	0.019531	0.038255	9.738056	-0.001252	0.004189	0.007309
29431	0.007011	0.056674	9.727971	-0.001908	0.002059	0.005886
29432	0.022876	0.013858	9.689178	-0.003027	0.002507	0.010557
29433	0.040610	0.028728	9.695330	-0.004184	0.004466	0.004990
29434	0.022184	0.013244	9.689181	-0.001209	0.002876	0.009209
29435	0.023079	-0.001191	9.720633	-0.003810	0.004317	0.003433
29436	0.034965	-0.020087	9.730720	-0.002654	0.002358	0.009000
29437	0.016545	-0.035424	9.724567	0.000194	0.004706	0.007518
29438	0.005173	-0.031139	9.745931	-0.002323	0.003522	0.005542
29439	0.026754	-0.040183	9.703203	-0.003069	0.003821	0.008656
29440	0.016592	-0.050252	9.756016	-0.002365	0.004835	0.003642
29441	0.013803	-0.022177	9.693116	-0.004099	0.001841	0.008789
29442	0.050723	-0.006437	9.736884	-0.005759	0.007691	0.007417
29443	0.001710	-0.018645	9.714478	-0.002039	0.005801	0.008522
29444	0.037486	0.011573	9.726803	-0.001908	0.002060	0.005884
29445	0.024968	0.029847	9.716719	-0.004556	0.004617	0.006546
29446	0.006532	0.014382	9.710556	-0.000836	0.002726	0.007651
29447	0.024312	0.029429	9.716722	-0.002322	0.003523	0.005541
29448	-0.007554	0.046832	9.669024	-0.001624	0.004338	0.008864
29449	0.030546	0.048396	9.744255	-0.007162	0.005863	0.009106
29450	0.023173	0.028474	9.716728	0.000367	-0.000349	0.006780
29451	0.012062	0.032682	9.738089	-0.004141	0.003156	0.006888
29452	0.015574	0.008440	9.689199	-0.001250	0.004189	0.007307
29453	0.034556	0.009253	9.726817	-0.002281	0.002210	0.007440
29454	0.040469	-0.043404	9.740816	-0.003109	0.005135	0.006754
29455	0.009737	-0.040224	9.724557	-0.001623	0.004339	0.008864
29456	0.038447	-0.029694	9.709373	-0.003767	0.003007	0.005330
29457	0.020068	-0.045124	9.703197	-0.001209	0.002876	0.009206
29458	0.026924	-0.025840	9.730732	-0.004839	0.002341	0.003564
29459	0.014419	-0.007568	9.720647	-0.001996	0.004488	0.010420
29460	0.055344	-0.015579	9.715553	-0.001907	0.002061	0.005883
29461	0.025910	-0.026631	9.730732	-0.003482	0.005286	0.008310
29462	0.001134	0.010270	9.710563	-0.003068	0.003823	0.008653
29463	0.018907	0.025239	9.716746	-0.001209	0.002876	0.009206
29464	0.025506	0.044595	9.744287	-0.003188	0.007764	0.002954
29465	-0.000261	0.009563	9.710564	-0.002694	0.003673	0.007096
29466	0.023473	0.058121	9.712852	-0.005585	0.002642	0.006675
29467	0.028187	0.019605	9.695396	-0.001249	0.004189	0.007306
29468	0.016829	0.023826	9.716753	-0.002321	0.003524	0.005539
29469	0.027516	0.019045	9.695399	-0.005585	0.002642	0.006675
29470	0.040601	-0.014182	9.736924	-0.002281	0.002210	0.007438
29471	0.009989	-0.010992	9.720649	-0.003107	0.005137	0.006752
29472	0.009631	-0.011254	9.720649	-0.002281	0.002211	0.007438
29473	0.021491	-0.030120	9.730733	-0.002694	0.003674	0.007095
29474	0.033238	-0.049079	9.740816	-0.004179	0.004472	0.004985
29475	0.031714	-0.035134	9.709379	-0.001582	0.003025	0.010760
29476	0.020389	-0.030966	9.730733	-0.003067	0.003824	0.008651
29477	-0.010272	-0.027866	9.714451	-0.004552	0.004622	0.006541
29478	0.036531	-0.002305	9.705496	-0.002693	0.003674	0.007094
29479	0.018039	-0.017652	9.699297	-0.001248	0.004190	0.007305
